"leverancier"	"aantal_kostensoorten"	"totaal_staffel"	"diversity"
"Probos Stichting"	4	12	1.33333333333333
"Promosana"	4	12	1.33333333333333
"RECHTSDRAAIENDE ORGANISATIE"	4	12	1.33333333333333
"Reframe Intensis"	4	12	1.33333333333333
"Rijnstate/Velp Ziekenhuis"	4	12	1.33333333333333
"Rikilt Instituut Voor Voedselveiligheid"	4	12	1.33333333333333
"Rohde & Schwarz Nederland"	4	12	1.33333333333333
"Sallandse Wegenbouw"	4	12	1.33333333333333
"Sanquin"	4	12	1.33333333333333
"SLIM DEVELOPMENT B.V."	4	12	1.33333333333333
"Stg Jade Zorggroep"	4	12	1.33333333333333
"Stichting GaN Gegevensautoriteit Natuur"	4	12	1.33333333333333
"Stichting Ravon"	4	12	1.33333333333333
"St. Pensioenfonds Openbaar Vervoer"	4	12	1.33333333333333
"Technoram"	4	12	1.33333333333333
"Textinfo"	4	12	1.33333333333333
"ThyssenKrupp"	4	12	1.33333333333333
"TPO Management & Advies"	4	12	1.33333333333333
"Truus van der Spek communicatie & advies"	4	12	1.33333333333333
"Vabeog Amersfoort"	4	12	1.33333333333333
"Van Helvoirt Groenprojecten"	4	12	1.33333333333333
"VHD Alarmcentrale Salvage (incl. Europ Assistance)"	4	12	1.33333333333333
"VHP Ergonomie"	4	12	1.33333333333333
"VID NEDERLAND"	4	12	1.33333333333333
"Volkerrail Services"	4	12	1.33333333333333
"Wesquare"	4	12	1.33333333333333
"West Cons"	4	12	1.33333333333333
"Bruil Infra"	5	19	1.31578947368421
"De Vries & van de Wiel Aannemingsmaatschappij"	5	19	1.31578947368421
"Oskam Vastgoed Cothen"	5	19	1.31578947368421
"Van Norel Bouwgroep"	5	19	1.31578947368421
"Aaron A. De Haas Training"	3	7	1.28571428571429
"Bart Nijs Fotografie"	3	7	1.28571428571429
"Boersen Bliksembeveiliging"	3	7	1.28571428571429
"Den Hartog & van Heijst"	3	7	1.28571428571429
"De ZorgIntermediair"	3	7	1.28571428571429
"DRS Installatietechniek"	3	7	1.28571428571429
"FN Medical (Fier Medical)"	3	7	1.28571428571429
"Heluto BV Installatietechiek"	3	7	1.28571428571429
"HetePeper B.V."	3	7	1.28571428571429
"HOOFTMAN CONSULTANCY"	3	7	1.28571428571429
"ICT Partners"	3	7	1.28571428571429
"Impact R&D"	3	7	1.28571428571429
"Infostrait"	3	7	1.28571428571429
"Instrument Solutions"	3	7	1.28571428571429
"Klimaatgroep Holland"	3	7	1.28571428571429
"Nyenburgstaete"	3	7	1.28571428571429
"Onior ECM specialists"	3	7	1.28571428571429
"OV Software"	6	28	1.28571428571429
"Packsteen"	3	7	1.28571428571429
"Pallas Trainingen"	3	7	1.28571428571429
"Paragin"	3	7	1.28571428571429
"Qelp BV"	3	7	1.28571428571429
"Re3Com Solutions"	3	7	1.28571428571429
"Red 5"	3	7	1.28571428571429
"Reflex Online"	3	7	1.28571428571429
"Royal Canin"	3	7	1.28571428571429
"RS Vloeren & Interieurverzorging"	3	7	1.28571428571429
"Sendrata"	3	7	1.28571428571429
"Stichting Fonds Collectief Ond"	3	7	1.28571428571429
"Stipp"	3	7	1.28571428571429
"Telvent Netherlands"	3	7	1.28571428571429
"TNO Triskelion"	3	7	1.28571428571429
"Troax"	3	7	1.28571428571429
"Verlaat Uden Bouwsystemen"	3	7	1.28571428571429
"Epoc Nederland"	5	20	1.25
"NACO Netherlands Airport Consultants"	5	20	1.25
"Speak Up"	4	13	1.23076923076923
"Allianz Global Assistance (incl. Mondial Assistance)"	5	21	1.19047619047619
"Bull Nederland"	5	21	1.19047619047619
"Ormit"	5	21	1.19047619047619
"Aprisco"	4	14	1.14285714285714
"Arane Adviseurs in Verkeer en Vervo"	4	14	1.14285714285714
"Architectenbureau Cepezed"	4	14	1.14285714285714
"Bas Consultancy"	4	14	1.14285714285714
"Benschop Installatietechniek"	4	14	1.14285714285714
"Bourgonje Geluid- en Lichtservice"	4	14	1.14285714285714
"Buiteveld Bouwbedrijf"	4	14	1.14285714285714
"Commissie voor de Milieueffectrapportage"	4	14	1.14285714285714
"DatAction"	4	14	1.14285714285714
"De Jager Totaal"	4	14	1.14285714285714
"De Koepel Integraal Beheer"	4	14	1.14285714285714
"Dental Union"	4	14	1.14285714285714
"Dialogic Innovatie & Interactie"	4	14	1.14285714285714
"Dolmans Facilitaire Diensten"	4	14	1.14285714285714
"Emeritor"	4	14	1.14285714285714
"Every Angle Software Solutions"	4	14	1.14285714285714
"Ex Aequo Pruijssers Management"	4	14	1.14285714285714
"Five Spices"	4	14	1.14285714285714
"Forrester Research"	4	14	1.14285714285714
"George Pisa en Zn Tailleurs"	4	14	1.14285714285714
"HKV Lijn in Water"	4	14	1.14285714285714
"HR Via Care"	4	14	1.14285714285714
"Intertek Polychemlab"	4	14	1.14285714285714
"Ipol (Instituut Politieonderwijs en Trainingen)"	4	14	1.14285714285714
"iXBlue (vh iXSea)"	4	14	1.14285714285714
"Jos Scholman Verhuur"	4	14	1.14285714285714
"Karel van 't Wout Creatieve Inrichters (incl. Studio)"	4	14	1.14285714285714
"Koac.Npc, Instituut Voor Materiaal- en Wegbouwkundig Onderzoek"	4	14	1.14285714285714
"Korporaal Installatietechniek"	4	14	1.14285714285714
"Labels Corporate Fashion"	4	14	1.14285714285714
"LV Equipment"	4	14	1.14285714285714
"Mayfield"	4	14	1.14285714285714
"Möhringer Liften"	4	14	1.14285714285714
"Movianto Nederland"	4	14	1.14285714285714
"NAK Nederlandse Algemene Kwaliteitsdienst Tuinbouw"	4	14	1.14285714285714
"P.A. van Miltenburg & Zn Aannemingsbedrijf"	4	14	1.14285714285714
"Porto Kali Kantoren"	4	14	1.14285714285714
"Pranger-Rosier Installaties"	4	14	1.14285714285714
"Qolor"	4	14	1.14285714285714
"Rijkaart"	4	14	1.14285714285714
"Scherpenberg"	4	14	1.14285714285714
"Seor"	4	14	1.14285714285714
"SFK Stichting Farmaceutische Kengetallen"	4	14	1.14285714285714
"Srlev"	4	14	1.14285714285714
"Stena Realty"	4	14	1.14285714285714
"SV Land Specialisten Sociale Zekerheid"	4	14	1.14285714285714
"Symfoni Software"	4	14	1.14285714285714
"Van der Weerd Grafhorst B.V."	4	14	1.14285714285714
"Van Zoelen Aannemersbedrijf"	4	14	1.14285714285714
"VX Company"	4	14	1.14285714285714
"Maandag"	5	22	1.13636363636364
"Wilms"	5	22	1.13636363636364
"BELLHAYES B.V."	3	8	1.125
"Breman Klimaat Service"	3	8	1.125
"Co & Co Solutions"	3	8	1.125
"ECOSYS"	3	8	1.125
"H. den Haan Aannemersbedrijf"	3	8	1.125
"HHM Hoeksma Homans & Menting Organisatieadviseurs"	3	8	1.125
"Hunneman Milieu - Advies"	3	8	1.125
"IPknowledge"	3	8	1.125
"M2 Multiservice"	3	8	1.125
"Otjens Groep (incl. Schildersbebdrijf)"	3	8	1.125
"Perron14"	3	8	1.125
"Tekst & Beleid"	3	8	1.125
"Venko Schilderwerken"	6	32	1.125
"Carbon6"	5	23	1.08695652173913
"Cegelec"	5	23	1.08695652173913
"Koopmans Bouwgroep"	5	24	1.04166666666667
"Van Gelder Aannemingsmaatschappij"	5	24	1.04166666666667
"123Telcom"	2	4	1
"2COM"	2	4	1
"2 Sisters Storteboom B.V."	2	4	1
"2 Tact Theaterbureau"	2	4	1
"3DMens"	2	4	1
"4apps group"	2	4	1
"4COM Solutions (incl. Emobiel)"	2	4	1
"4D"	2	4	1
"4Dental Tandtechniek"	2	4	1
"4DotNet"	2	4	1
"4Success"	2	4	1
"54Events"	2	4	1
"8 Beaufort"	1	1	1
"A1-Plaza"	2	4	1
"A51"	2	4	1
"A-Advies"	2	4	1
"Aalders Merk en Marketing"	2	4	1
"Aannemingsbedrijf Holleman en Zonen Santpoort"	2	4	1
"Aardoom & De Jong"	2	4	1
"Aarts & Co."	2	4	1
"Abattoir Amsterdam"	2	4	1
"Abbenhuis S A M Esman-"	2	4	1
"Abbink International"	2	4	1
"Abeln Projectstoffering"	2	4	1
"Abeng Taal & Tekst"	2	4	1
"Abilitec"	2	4	1
"Able Installatiebureau"	2	4	1
"AB Sciex"	2	4	1
"Academie voor Middenmanagement (AvMM)"	1	1	1
"AC-Autocare Nederland BV"	2	4	1
"Accretio"	2	4	1
"Accuramed BVBA"	2	4	1
"ACN Europe"	2	4	1
"Acorius Advies"	2	4	1
"AcQ Arbo B.V."	2	4	1
"Active Opleidingen en Training"	2	4	1
"Adaptics Health&Performance"	2	4	1
"Add Excitement"	2	4	1
"Adema Betonrenovatie BV"	2	4	1
"Adlittelhelpt"	2	4	1
"Admiraal De Ruyter Ziekenhuis Walcheren"	2	4	1
"Adromi Groep"	2	4	1
"Advance Consulting"	2	4	1
"Advice Coast and Sea"	2	4	1
"Adviesbureau Cappon"	2	4	1
"Adviesbureau Het Betere Cont(r)act"	2	4	1
"Adviesbureau Van Gijn"	2	4	1
"Adviespraktijk David & van Wezel"	1	1	1
"Advocatenkantoor Thomas van Dijk"	2	4	1
"AEG Power Solutions"	2	4	1
"A.E. Haan"	2	4	1
"AF-Mercados & Plug"	2	4	1
"Agfa-Gevaert B.V."	2	4	1
"AgiliX Agile Development Consulting"	2	4	1
"Agonus Fisheries Consultancy"	2	4	1
"Agora Theater en Congrescentr"	2	4	1
"Agrimaco"	2	4	1
"Agri Project"	2	4	1
"Agrix Consulting"	2	4	1
"Ahuis Organisatieontwikkeling"	2	4	1
"AIA Software"	2	4	1
"Aicom"	2	4	1
"Aircoshop"	2	4	1
"A.J. De Groot"	2	4	1
"Akerflex B.V."	2	4	1
"Akkerman Consultancy"	2	4	1
"Akkerman Installatiebedrijf"	2	4	1
"Akoestiek Comfort B.V."	2	4	1
"Akoestiekfabriek"	2	4	1
"AKRON Group"	4	16	1
"Albers Adviezen"	2	4	1
"Albert Koedam Consultancy"	2	4	1
"Alberto Design"	2	4	1
"ALEBEEK ADVIES BV"	2	4	1
"Alko Luchttechniek"	2	4	1
"Alles In Telecom"	2	4	1
"Allinco Systems"	3	9	1
"All Prevent"	2	4	1
"Allsorb Air Filter"	2	4	1
"Alphaco Wireless"	2	4	1
"Althuizen Zonwering"	2	4	1
"Alticom"	2	4	1
"Altimate Netherlands B.V."	2	4	1
"Ambitech"	2	4	1
"Ambrac"	2	4	1
"AMC Centre Asset Management Control"	2	4	1
"American Hotel"	2	4	1
"Amfors Groep (incl. Mailfors, Detafors, Carefors)"	2	4	1
"AMIS Services"	2	4	1
"Ampersand Bureau voor Mediatiek"	2	4	1
"Amplixs Interaction Management B.V."	2	4	1
"Amsterdam Consultants"	2	4	1
"AMSTERDAMSCHE HUIZENHANDEL &"	2	4	1
"Andarr Technology Services"	2	4	1
"AngioDynamics Netherlands B.V."	2	4	1
"Anja Guinée Landschap Architectuur"	2	4	1
"Ankerpunt"	2	4	1
"Annemarie Prein People Development"	2	4	1
"Annette Klarenbeek"	2	4	1
"Ant Arbor"	1	1	1
"Anteun Hoesen Recordings"	2	4	1
"Antoinette Bolscher Consultancy"	2	4	1
"Aoc Friesland (Nordwin College)"	2	4	1
"AOC-Raad"	2	4	1
"Apex Consulting"	2	4	1
"APM Terminals Maasvlakte II B.V."	2	4	1
"A Priori B.V."	2	4	1
"Apro Consulting Services"	2	4	1
"Aqua For All"	2	4	1
"Aqua Planning"	2	4	1
"Architectenbureau K2"	2	4	1
"Archivolt Architecten"	2	4	1
"Arcusplus Europe"	2	4	1
"Ardagh Glass Dongen"	2	4	1
"Ares Mental Power"	2	4	1
"Arfman Hekwerk"	2	4	1
"Argentum"	2	4	1
"Argo B.V."	2	4	1
"ARGOTECHNOLOGY EN FOOD INNOV"	2	4	1
"Arjan Klopstra"	2	4	1
"Arjan Mulder Advies"	2	4	1
"Arjo Huntleigh Nederland"	2	4	1
"ARKASIS"	2	4	1
"Arke"	2	4	1
"ARN Recycling Services"	2	4	1
"ARTERIA"	2	4	1
"Artha Leiderschap in Ontwikkeling"	2	4	1
"Arthrex Nederland B.V."	2	4	1
"Artiworld"	1	1	1
"Asbreuk Service B.V."	2	4	1
"A. Schonk, Beeldhouwer"	2	4	1
"A&S Gebouwenservice"	2	4	1
"Aspider Solutions"	2	4	1
"Assa Stenman Holland"	2	4	1
"Associated Business Consultants"	2	4	1
"Atelier 010"	2	4	1
"Atelier 1:1"	2	4	1
"Athes Groen"	2	4	1
"Atlantico Business Development"	2	4	1
"Atlantic Telecom Business"	2	4	1
"Atlas International Movers"	2	4	1
"Atlas Services Group"	2	4	1
"Atlas Voor Gemeenten"	2	4	1
"ATM Holding B.V."	2	4	1
"Atomos Applications"	2	4	1
"Atrium Groep"	2	4	1
"Atrium vastgoedmanagement"	2	4	1
"ATWORKZ"	2	4	1
"AUDIOTEX"	2	4	1
"Augeo Software"	2	4	1
"Authentiek Leiderschap"	2	4	1
"AutoRent Groep"	2	4	1
"Autoschade J. Niesing B.V."	2	4	1
"AVDD"	2	4	1
"Aviareps Tourism"	2	4	1
"Avivas"	2	4	1
"AVK Aaannemingsbedrijf"	2	4	1
"AVONDA FAUNABEHEER"	2	4	1
"AVR-AVIRA"	2	4	1
"A W Diving"	2	4	1
"AwnettenWoude Mediation ea"	1	1	1
"Axtron"	2	4	1
"AZURRO SEI"	2	4	1
"Baac Bureau Voor Bouwhistorie Archeologie Architectuur en Cultuurhistorie"	2	4	1
"BaakBeeld"	1	1	1
"Baas Aannemersbedrijf"	2	4	1
"Baas & Co"	2	4	1
"BA Autocleaning B.V."	2	4	1
"Bacol Ventilatie"	2	4	1
"Bakker Groep Coevorden"	2	4	1
"Bakker & Spees"	2	4	1
"Bakker Technisch Installatie B"	2	4	1
"Balance & Result"	2	4	1
"BalkTrade"	2	4	1
"BALLERING OLIEHANDEL & TANKSTATION"	2	4	1
"Bamboe 8"	2	4	1
"Bamboo Business Acceleratie"	2	4	1
"Bandorama"	2	4	1
"Barbara Alberts Office Support"	2	4	1
"Barnel"	2	4	1
"Bartec Nederland b.v."	2	4	1
"Bartels Infra"	2	4	1
"Bauerfeind Benelux B.V."	2	4	1
"Bazelmans Audio Visual Rentals"	2	4	1
"BBA - Boerstra Binnenmilieu Advies"	2	4	1
"BBA - Bouwkundige Begeleidingen Adviesgroep"	2	4	1
"BBK/Door Vriendschap"	2	4	1
"BBM Restauratiearchitectuur"	2	4	1
"B.B.V. BURO BOUWTOEZICHT VAN VOORTHUIZEN"	2	4	1
"BCT ARCHITECTEN,INGENIEURS EN ADVISEURS"	2	4	1
"BCT LANDGRAAF"	2	4	1
"BDO Accountants & Belastingadviseurs"	2	4	1
"Beagle Sustainable Solutions (A.J. Brasser)"	2	4	1
"Bebright"	2	4	1
"BEDRIJFSID"	2	4	1
"BeeDirect"	2	4	1
"Beekman Opleiding & Advies"	2	4	1
"Beenen Technisch Bureau"	2	4	1
"Beercoo Schoonmaakgroep"	2	4	1
"Beheer Accent"	2	4	1
"BEHEER&WATER2"	2	4	1
"Belcentrale"	2	4	1
"Belderink Schildersbedrijf"	2	4	1
"Belfries Real Estate Fund II"	2	4	1
"Beljaars Schapenpraktijk"	2	4	1
"Berend Jan van der Kolk"	2	4	1
"Berg van den Bouwrecht Adviesbureau"	2	4	1
"Berkenbosch Groentechniek"	2	4	1
"BEROEPSONDERWIJS ARBEIDSMARKT"	2	4	1
"Beroepsopleiding Makelaars"	2	4	1
"BEROEPSVERENIGING KINDER- EN JONGERENWERKERS"	2	4	1
"Bert van Asselt, Verbindend"	2	4	1
"Best Desktop Solutions"	2	4	1
"Best Mediation Coaching"	1	1	1
"BETABIT UTRECHT"	2	4	1
"Beteor"	2	4	1
"BETWEEN-US"	2	4	1
"Beveco Gebouwautomatisering B."	2	4	1
"B&F Media"	2	4	1
"BFP International B.V."	2	4	1
"BHVB Bureau Hoving & Van Bon"	2	4	1
"Bia B.V."	2	4	1
"Bianca Smit Financiële Dienstverlen"	2	4	1
"Big Improvement Day"	2	4	1
"Bijvang Holding B.V."	2	4	1
"Binder Groenprojecten"	2	4	1
"BinQ"	2	4	1
"BIOnetWORKS"	2	4	1
"Bioniers"	2	4	1
"Biral Pompen"	2	4	1
"Bitmove B.V."	2	4	1
"Blaauw Space Affairs"	2	4	1
"Blad Verkeersschool"	2	4	1
"Blankwaardt Consult"	2	4	1
"Bleyenberg Deurservice"	2	4	1
"Blijf Groep"	2	4	1
"BlinkLane Consulting"	2	4	1
"BLOEM NR.61"	2	4	1
"Blooming Bizz Management"	2	4	1
"Bloot Architecture"	2	4	1
"Blue Billywig"	2	4	1
"Bluekens Truck & Bus B.V."	2	4	1
"BlueSense Consultancy"	2	4	1
"Bodac"	2	4	1
"Boekestijn BV"	2	4	1
"Boek & Offermans Makelaardij"	2	4	1
"Boerenverstand Consultancy"	2	4	1
"BOER MANAGEMENT & ADVIES"	2	4	1
"Bogart BV"	2	4	1
"Bolidt Kunststoftoepassing"	2	4	1
"Bolk Bestratingen"	2	4	1
"Bolster (vh Jaap Stronks Communicatie & Strategie)"	2	4	1
"Bombeeck Digital B.V."	2	4	1
"Bombs Away"	2	4	1
"Bomen Service International"	2	4	1
"Bon Bon Party Service"	2	4	1
"Bonenkamp Techniek en Handel"	2	4	1
"BONO TRAFFICS"	2	4	1
"Bont Consult"	2	4	1
"Boom"	2	4	1
"BOOM Communicatie"	2	4	1
"Boom S/I"	2	4	1
"Booms & Kuipers Technisch Adviesbureau"	2	4	1
"BOORTMAN ORGANISATIE ADVIES"	2	4	1
"Boosten Consultancy"	2	4	1
"Boot Organiserend Ingenieursburo"	2	4	1
"BoP Innovation Center"	2	4	1
"Borchstee Aannemingsbedrijf"	2	4	1
"BORGESIUS CONSULT"	2	4	1
"Borgesius Convenience"	2	4	1
"Borghouts Design"	2	4	1
"Born Bos En Faunabeheer"	2	4	1
"Borrenbergs Ad"	2	4	1
"BosBoon Expertise"	2	4	1
"Bosch Rexroth"	2	4	1
"Bosch & van Rijn"	2	4	1
"Bos en Alkemade Architecten"	2	4	1
"Bos Europe B.V."	2	4	1
"Bos Training & Consultancy"	2	4	1
"BOTS WATERSPORT B.V."	2	4	1
"Bouwbedrijf Bovenhuis"	3	9	1
"Bouwmeester Boomverzorging"	2	4	1
"Bouwwerk-Adviesbureau Voor Architectuur-, Bouw- en Cultuurhistorie"	2	4	1
"BOW psychologisch advies"	2	4	1
"BPSEconomics"	2	4	1
"Brains&More"	2	4	1
"BrainStudio (incl. BrainWare)"	2	4	1
"Brandambassadors B.V."	2	4	1
"Branddoctors"	2	4	1
"Brands Compart Montage"	2	4	1
"BRANDT B.V."	2	4	1
"Breed Technische Handelsonderneming"	2	4	1
"Breevast Vastgoed Exploitatie"	4	16	1
"Breezz Nederland"	2	4	1
"Bregman Advisering"	2	4	1
"Briels Facilicare V.O.F."	2	4	1
"Brightwave Consulting"	2	4	1
"Brite Telecom"	2	4	1
"Brok Interieurbouw BV"	2	4	1
"Bronko BV"	2	4	1
"BRUGMAN MANAGEMENT BV"	2	4	1
"Brugmans Beheer"	2	4	1
"Brunet Advocaten"	2	4	1
"BSS Beheer & Management"	2	4	1
"BTG - Biomass Technology Group"	2	4	1
"BTO B.V."	2	4	1
"BUDDINGH NATUURSTEEN VEENENDAAL B.V.aL"	2	4	1
"BUFFEL CONSULTANCY"	2	4	1
"Buildsigh"	2	4	1
"Buitenhek Management & Consult BV"	2	4	1
"Bureau Beke"	2	4	1
"Bureau Blueland"	1	1	1
"Bureau Dirk Hilbers"	2	4	1
"Bureau Hoekstra Greve"	1	1	1
"Bureau KLB"	1	1	1
"Bureau Meervelt"	2	4	1
"Bureau Middelkoop"	2	4	1
"Burger Logistic Services"	2	4	1
"Burosa coaching & co-creatie"	2	4	1
"Buro Voor Bouwkunde Theo de Haan"	2	4	1
"Burson Marsteller"	2	4	1
"Business to You"	2	4	1
"Buster Bouwcontrole"	2	4	1
"Butler Nederland"	2	4	1
"Buutvrij for life B.V."	2	4	1
"Buwalda Multiservice"	2	4	1
"B.V. Cartografisch Instituut Cito-P"	2	4	1
"B.V. KEUKENSTUDIO G.S. HOLDING"	2	4	1
"BVOR Branche Vereniging Organische Reststoffen"	2	4	1
"B.V. Uitgeverij De Bataafsche Leeuw"	2	4	1
"Byosis"	2	4	1
"C365 Building Business Communities"	2	4	1
"Cailin Partners"	2	4	1
"Calcasa B.V."	2	4	1
"Cambrium IT Services"	2	4	1
"CAO-Recht, Advies en Opleiding"	2	4	1
"Capability Online"	2	4	1
"CAPPON COACHING & TRAINING"	2	4	1
"Cards ICT"	2	4	1
"Carpo Trainingen"	2	4	1
"CARTO STUDIO"	2	4	1
"Castellum B.V."	2	4	1
"CaterEvents"	2	4	1
"Catering de Leest"	2	4	1
"Catharina Ziekenhuis"	2	4	1
"CC E-cademy"	2	4	1
"Cedric Consult"	2	4	1
"Cees Media Communicatie Advies"	2	4	1
"Celal Altuntas"	2	4	1
"Cenned Telecom"	2	4	1
"Centraal Bureau Genealogie"	4	16	1
"CENTRI"	2	4	1
"Centrum voor Online Onderzoek"	2	4	1
"Certiked"	2	4	1
"Chaos"	2	4	1
"Chateau De Havixhorst Hotel-Restaurant"	2	4	1
"CIMAR ELECTRONICS B.V."	3	9	1
"CiteFlow"	2	4	1
"City Box Exploitatie I"	2	4	1
"Cleanbuilding"	2	4	1
"Clean Care"	2	4	1
"Climate Neutral Group"	2	4	1
"Clm Onderzoek en Advies"	2	4	1
"Cloud Telecom"	2	4	1
"Club van 30 B.V."	2	4	1
"Clysan Inspectie & Service"	2	4	1
"Co-Capacity B.V."	2	4	1
"Co De Rijk"	2	4	1
"CO-Education B.V."	2	4	1
"Cohencia Consultancy"	2	4	1
"COLLEGE ZORG OPLEIDINGEN"	2	4	1
"Collewijn Berging "	2	4	1
"Color & Brain B.V."	2	4	1
"Colourful People"	2	4	1
"Colt Telecom"	2	4	1
"Combiwerk"	2	4	1
"Com Care Medical"	2	4	1
"COMCEPT COMMUNICATIE & MARKETING"	2	4	1
"Comergy"	2	4	1
"Comfort Zone h.o.d..n. Rainmen"	2	4	1
"Commissie van Beheer Rijkskantorengebouw Hanzeland"	2	4	1
"Comm reg geneeskundige troepen"	2	4	1
"Communicatie M"	2	4	1
"Communications Security Net"	2	4	1
"Co Motion Consult"	2	4	1
"Company Care Network"	2	4	1
"Compásq"	2	4	1
"Computron Nijmegen B.V."	2	4	1
"ComVest Consultancy"	2	4	1
"Concepts To Go"	2	4	1
"Conchita de Roba Advies"	2	4	1
"CONFED SYSTEMS"	2	4	1
"Conferentiehotel Villa Heidebad"	2	4	1
"Congress by Design"	2	4	1
"Coniche"	2	4	1
"Connect-it Telecom"	2	4	1
"Consens"	2	4	1
"Consigliera"	2	4	1
"Consolair"	2	4	1
"Consortium Beroepsonderwijs"	2	4	1
"Conspect Group"	2	4	1
"Contactgroep Postactieven"	2	4	1
"Containexx"	2	4	1
"Contentional"	2	4	1
"Continu"	2	4	1
"Control Risks Group"	2	4	1
"Controplex"	2	4	1
"Conversion Productions"	2	4	1
"Coolwave Communications"	2	4	1
"COPERNICOS GROEP"	2	4	1
"Coppa Business Services"	2	4	1
"Copper en Co"	2	4	1
"Cordes Organisatie Advies & Ontwikkeling"	2	4	1
"CORE INSIGHTS"	2	4	1
"Cornisol Fireprotection B.V."	2	4	1
"CORPORATE SERVICES GROUP"	2	4	1
"Corrino Media Group"	2	4	1
"Corten Marine Research"	2	4	1
"COSENSIS"	2	4	1
"Craneo"	2	4	1
"Creatz"	2	4	1
"CRF INTERNATIONAL"	2	4	1
"crisisbeheersing.nl"	1	1	1
"CROLOX"	2	4	1
"Crosstree"	2	4	1
"CrowdAboutNow"	2	4	1
"Crowd Support B.V."	2	4	1
"CRS Consultancy B.V."	2	4	1
"CS-Opleidingen"	2	4	1
"CSTM"	2	4	1
"CST School"	2	4	1
"Cubiks Netherlands"	2	4	1
"Customer Contact Company"	2	4	1
"Customeyes"	2	4	1
"CVI Centraal Veterinair Instituut"	2	4	1
"CV Vastgoed Ankerplaats"	4	16	1
"CWTS"	2	4	1
"Cygnis"	2	4	1
"Cytobuoy"	2	4	1
"C-Zicht Communicatie"	2	4	1
"Daallin B.V."	2	4	1
"DADVIES"	2	4	1
"Daikin Airconditioning"	2	4	1
"Daily Business"	2	4	1
"Daisy Sanchez Coaching & Training"	2	4	1
"Dam & Partners Architecten"	2	4	1
"DATA Collectief"	2	4	1
"Data Scripta"	2	4	1
"Davelaar Bouwbedrijf"	2	4	1
"Daxis Web"	2	4	1
"DBA.nl"	2	4	1
"DBC Dutch Broadcasting Company"	2	4	1
"DBH International"	2	4	1
"Dds City"	2	4	1
"Dean Connect"	2	4	1
"DearBytes (vh Medusoft)"	2	4	1
"Debie & Verkuijl tuinarchitecten BNT buro voor tuin en parkrestauratie"	2	4	1
"DEBIMSPECIALIST"	2	4	1
"De Bomen"	2	4	1
"De Brabander Schoenreparatie"	2	4	1
"De Caboceer"	2	4	1
"Dechesne & Boertje Business Events"	2	4	1
"Decolux Holding"	2	4	1
"De Culturele Zaak"	2	4	1
"De Dijk B.V. Sloop- & Isolatiebedrijf"	2	4	1
"DEDUX"	2	4	1
"De Firma Langenberg"	2	4	1
"De Fretes Beheer B.V."	2	4	1
"De Gemeynt Coöperatie U.A."	2	4	1
"DeGraaf ICT"	2	4	1
"DE GRAAF VAN VLAANDEREN"	2	4	1
"De Groot & Geluk"	2	4	1
"De Haan van Ooyen B.V."	2	4	1
"De Haas & Partners"	2	4	1
"De Jonge MilieuAdvies"	2	4	1
"de Jong Gortemaker Algra architecten en ingenieurs B.V."	2	4	1
"Dekker Vastgoed"	2	4	1
"De Klerk & Vis. Gerechtsdeurw"	1	1	1
"De klussenier Hans Bramsen"	2	4	1
"De Krokodil Restaurant"	2	4	1
"De Krom Advies"	2	4	1
"de Laar"	2	4	1
"Delescen & Scheers Advocaten"	2	4	1
"Delissen Martens Advocaten"	2	4	1
"Delmeco Raadgevend Ingenieursbureau"	2	4	1
"DELORENTZ & PARTNERS"	2	4	1
"DELSTUC FA. STUCADOORSBEDRIJF"	2	4	1
"Delta Cultureel Stichting"	2	4	1
"Deltalinqs"	2	4	1
"Deltametropool"	2	4	1
"Deltanetworks"	2	4	1
"Delta Vorm Groep B.V."	2	4	1
"De Maaspoort Venlo"	2	4	1
"De Massagestoel"	2	4	1
"Dema Stoffering"	2	4	1
"De Natris consult"	1	1	1
"Den Besten Kerst- & Relatiegeschenk"	2	4	1
"Den Brok Schilderijenrestauratie"	2	4	1
"DEN Digitaal Erfgoed Nederland"	2	4	1
"De Nederlander Radarstoomboot Maatschappij"	2	4	1
"Denekamper Metaalindustrie"	2	4	1
"Den Hartog"	2	4	1
"Denion Consulting"	2	4	1
"Den Ouden-Woonflair"	2	4	1
"De Publieke Adviseur"	2	4	1
"De Raadgevers Compagnie"	2	4	1
"Desdemona"	2	4	1
"Design.Crew (incl. Interaction groep)"	2	4	1
"De Smaakfabriek"	2	4	1
"Desso"	2	4	1
"Destiny Management Consultancy"	2	4	1
"Detachering OZL"	2	4	1
"Detailresult Groep"	2	4	1
"DETRON DATACENTER DIENSTEN"	2	4	1
"De Vaan Communicatie"	2	4	1
"De Vale Ouwe Culinair Projectmanagement"	2	4	1
"De Verbeeldingh"	2	4	1
"De Vier Gewesten"	2	4	1
"De Vis Advies B.V."	2	4	1
"De Wagt @ Work"	2	4	1
"De Webmakers"	2	4	1
"De Witte Pensioenconsultants"	2	4	1
"De Zuid Drukkerij"	2	4	1
"D&F Techniek B.V."	2	4	1
"Diaconaal centrum voor gevangenispastoraat"	2	4	1
"Dierenartsenpraktijk 'Tusken"	2	4	1
"Dietz Dröge & Van Loo"	2	4	1
"Digitale Checklisten"	2	4	1
"Dijkoraad Viavesta"	2	4	1
"Dijkstra Personenvervoer"	2	4	1
"Dikmans Holding"	2	4	1
